medcodeid,term
5649201000006113,extension of cerebrovascular accident
5887611000006117,exercise-induced angina
5887631000006111,exertional angina
5887641000006118,angina of effort
5935321000006111,acute q wave myocardial infarction
5974561000006110,history of treatment for ischaemic heart disease
5994741000006112,stroke unit
6002251000006119,patch repair of femoral artery
6043771000006118,non-q wave myocardial infarction
6053011000006114,refuses chd monitoring
6348291000006115,thrombotic stroke
6348301000006119,embolic stroke
6360351000006112,multi vessel coronary artery disease
6360361000006114,left main coronary artery disease
6360401000006116,recurrent angina after percutaneous transluminal coronary angioplasty
6360421000006114,recurrent angina after coronary stent placement
6360441000006119,recurrent angina after coronary artery bypass graft
6546111000006118,acs - acute coronary syndrome
6546751000006118,first myocardial infarction
6601131000006115,ct - coronary thrombosis
6632221000006112,peripheral arterial occlusive disease
6632271000006113,peripheral artery occlusive disease
6633851000006110,pvd-peripheral vascular disease
6651221000006117,stemi - st elevation myocardial infarction
6651391000006114,nstemi - non-st segment elevation mi
6837051000006119,basal ganglion stroke
6837061000006117,basal ganglion infarct
6841231000006113,acute ischaemic heart disease
6847761000006118,chronic ischemic heart disease
6860251000006115,ischemic heart disease
6860261000006118,ihd - ischemic heart disease
6908391000006111,stroke/transient ischaemic attack monitoring invitation
6990981000006114,ischaemic stroke
6990991000006112,ischemic stroke
7093091000006111,recent myocardial infarction
7105241000006116,typical angina
7108391000006114,ischaemic ulcer of toe
7140321000006119,history of peripheral arterial occlusive disease
7224311000006117,endovascular repair of aneurysm of iliac artery
7475751000006117,ischaemic dilated cardiomyopathy due to coronary artery disease
7482951000006115,history of peripheral vascular disease
7510331000006117,history of non-st segment elevation myocardial infarction
7518321000006118,coronary artery disease absent
7519441000006112,cerebrovascular accident annual review
7571581000006113,acute anterior st segment elevation myocardial infarction
7571601000006115,acute stemi (st elevation myocardial infarction) of anterior wall
7572221000006117,subsequent st segment elevation myocardial infarction of inferior wall
7572301000006119,acute myocardial infarction during procedure
7572321000006112,acute st segment elevation myocardial infarction of inferior wall
7572331000006110,acute stemi (st elevation myocardial infarction) of inferior wall
7572341000006117,acute inferior st segment elevation myocardial infarction
7573181000006118,heart failure with reduced ejection fraction due to coronary artery disease
7574041000006111,mitral valve regurgitation due to acute myocardial infarction
7574481000006111,subsequent non-st segment elevation myocardial infarction
7574491000006114,subsequent nstemi (non-st segment elevation myocardial infarction)
7598981000006119,cerebral infarction due to embolism of middle cerebral artery
7599001000006116,cerebral infarction due to thrombosis of middle cerebral artery
7662871000006115,inducible ischaemia manifest on stress test post myocardial infarction
7703511000006110,subacute ischaemic heart disease
7703601000006113,post stroke pain
7839991000006115,silent cerebral infarct
7855631000006111,cerebral ischaemic stroke due to small artery occlusion
7861341000006115,epilepsy due to stroke
7966931000006114,angina associated with type 2 diabetes mellitus
8011371000006117,sequela of ischaemic cerebral infarction
8044221000006116,ischaemic foot ulcer due to type 2 diabetes mellitus
8044481000006118,ischaemic stroke without coma
8079871000006116,coronary heart disease monitoring telephone invitation
8087551000006113,history of acute st segment elevation myocardial infarction
8087751000006116,acute st segment elevation myocardial infarction involving left anterior descending coronary artery
8195431000006118,stroke/cerebrovascular accident 6 month review
8196661000006116,transient ischaemic attack monthly review
8221321000006118,stroke and tia
8231151000006110,personal history of transient ischaemic attack
8274811000006116,stroke medicine
8298661000006115,peripheral vascular disease monitoring verbal invitation
8298671000006110,peripheral vascular disease monitoring telephone invitation
8304051000006113,arterial leg ulcer
8453031000006117,haemorrhagic stroke
8459551000006115,coronary heart disease monitoring invitation
8459561000006118,coronary heart disease monitoring invitation email
9836881000006114,aneurysm of right common iliac artery
9836901000006111,aneurysm of left common iliac artery
9836931000006115,aneurysm of left internal iliac artery
9836971000006117,aneurysm of left popliteal artery
9843961000006118,acute st segment elevation myocardial infarction of anterolateral wall
9843981000006111,acute st segment elevation myocardial infarction of lateral wall
9844011000006119,acute st segment elevation myocardial infarction of posterior wall
9844051000006118,acute st segment elevation myocardial infarction due to right coronary artery occlusion
9868461000006110,unstable angina co-occurrent and due to coronary arteriosclerosis
9868571000006116,mural thrombus of left ventricle following acute myocardial infarction
9874011000006115,gangrene of toe of right foot
9912271000006112,cerebellar stroke
12120191000006118,revision of bypass of femoral artery with anastomosis of femoral artery to femoral artery using prosthesis
12122331000006116,acute st segment elevation myocardial infarction of inferolateral wall
12122341000006114,acute st segment elevation myocardial infarction of inferoposterior wall
12125951000006116,arteriosclerosis of autologous vein coronary artery bypass graft with angina
12126541000006118,bilateral gangrene of toe
12223101000006118,intracerebral haemorrhage
12223111000006115,intracerebral hemorrhage
12223121000006111,ich - intracerebral haemorrhage
12223131000006114,ich - intracerebral hemorrhage
12276271000006112,progressive angina
12704411000006113,peripheral circulatory disorder associated with diabetes mellitus
13717171000006112,cerebrovascular accident due to stenosis of bilateral carotid arteries
13718621000006117,history of cerebrovascular accident due to ischaemia
13909901000006119,cerebral ischaemic stroke co-occurrent with subarachnoid haemorrhage
13930031000006112,delayed postmyocardial infarction pericarditis
13935161000006114,acute myocardial infarction of right ventricle
13935211000006117,acute myocardial infarction of inferolateral wall with posterior extension
13941091000006115,acute st segment elevation myocardial infarction due to proximal left anterior descending coronary artery occlusion
13941141000006111,acute st segment elevation myocardial infarction due to mid left anterior descending coronary artery occlusion
13941161000006110,acute stemi (st elevation myocardial infarction) due to mid lad (left anterior descending) coronary artery occlusion
13941211000006118,acute st segment elevation myocardial infarction due to distal left anterior descending coronary artery occlusion
13941231000006112,acute stemi (st elevation myocardial infarction) due to distal lad (left anterior descending) coronary artery occlusion
13944841000006117,peripheral arterial disease
13944851000006115,peripheral arterial vascular disease
13945211000006116,acute st segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery
13947721000006111,acute st segment elevation myocardial infarction due to occlusion of intermediate artery
13961371000006114,acute st segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery
13961451000006111,acute stemi (st elevation myocardial infarction) due to pda (posterior descending artery) branch of rca (right coronary artery) occlusion
13961461000006113,acute st segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery
14014251000006116,cerebrovascular accident due to occlusion of bilateral pontine arteries
14015031000006119,myocardial infarction due to demand ischaemia
14015311000006110,coronary artery disease due to type 2 diabetes mellitus
14068071000006114,history of transient ischaemic attack
14132941000006118,myocardial infarction with non-obstructive coronary artery
14182621000006113,cryptogenic stroke
14194651000006114,acute stroke of brainstem
3268012,congenital absence of bile duct
3269016,agenesis of bile duct
4044018,biliary cirrhosis
7302012,viral hepatitis
11267010,indian childhood cirrhosis
17390014,acute alcoholic hepatitis
17930015,chronic viral hepatitis
21289010,secondary biliary cirrhosis
24192017,oesophageal varices without bleeding
48003016,oesophageal varices
52980015,primary biliary cirrhosis
53033015,alagille syndrome
57989014,portal hypertension
69895016,chronic persistent hepatitis
83834016,alcoholic fatty liver
85441018,hepatorenal syndrome
95368015,chronic lobular hepatitis
99549014,hepatic failure
103853010,hepatic fibrosis
123999018,congestive cirrhosis
126721013,florid cirrhosis
127487019,chronic hepatitis
128627011,biliary atresia
132070012,congenital hepatic fibrosis
133978014,secondary syphilitic hepatitis
147971019,mumps hepatitis
179049010,viral hepatitis without hepatic coma
268812014,open operations on oesophageal varices
268819017,open injection sclerotherapy to oesophageal varices
268827014,open operation on oesophageal varices nos
268885015,fibreoptic endoscopic banding of oesophageal varices
268957016,rigid oesophagoscopic banding of oesophageal varices
286867013,other specified viral hepatitis with coma
286869011,other specified viral hepatitis with hepatic coma nos
286870012,other specified viral hepatitis without coma
286876018,unspecified viral hepatitis with coma
286882015,unspecified viral hepatitis
286985017,cytomegaloviral hepatitis
287865012,toxoplasma hepatitis
287866013,hepatitis in toxoplasmosis
287970018,sequelae of viral hepatitis
288168013,[x]other specified acute viral hepatitis
288169017,[x]other chronic viral hepatitis
288170016,"[x]chronic viral hepatitis, unspecified"
288171017,hepatic coma due to viral hepatitis
288172012,[x]unspecified viral hepatitis without coma
294324014,deficiency of coagulation factor due to liver disease
300775019,oesophageal varices in diseases ec
300776018,oesophageal varices with bleeding in diseases ec
300779013,oesophageal varices without bleeding in diseases ec
300784019,oesophageal varices in diseases ec nos
300993011,[x]oesophageal varices in diseases classified elsewhere
303379012,acute liver failure
303381014,acute hepatic failure
303388015,subacute hepatic failure
303393017,cirrhosis and chronic liver disease
303399018,alcoholic liver damage
303401012,chronic active hepatitis
303404016,autoimmune chronic active hepatitis
303407011,recurrent hepatitis
303409014,chronic hepatitis unspecified
303410016,chronic hepatitis nos
303414013,unilobular portal cirrhosis
303419015,diffuse nodular cirrhosis
303420014,fatty portal cirrhosis
303425016,capsular portal cirrhosis
303433015,pigmentary portal cirrhosis
303435010,toxic portal cirrhosis
303437019,bacterial portal cirrhosis
303438012,cardituberculous cirrhosis
303439016,syphilitic portal cirrhosis
303440019,zooparasitic portal cirrhosis
303441015,infectious cirrhosis
303442010,portal cirrhosis unspecified
303452014,biliary cirrhosis of children
303453016,biliary cirrhosis nos
303456012,chronic nonalcoholic liver disease
303457015,non-alcoholic fatty liver
303458013,portal fibrosis without cirrhosis
303464018,other non-alcoholic chronic liver disease nos
303465017,chronic liver disease
303466016,liver abscess and sequelae of chronic liver disease
303489012,liver abscess and chronic liver disease causing sequelae nos
303491016,hepatitis in viral diseases ec
303493018,hepatitis in coxsackie virus
303496014,hepatitis in yellow fever
303497017,hepatitis in other viral disease
303499019,hepatitis in viral diseases ec nos
303500011,hepatitis in other infectious diseases ec
303501010,hepatitis in late syphilis
303503013,hepatitis in secondary syphilis
303505018,hepatitis in infectious diseases ec nos
303506017,hepatitis
303507014,toxic hepatitis
303510019,toxic liver disease
303511015,toxic liver disease with cholestasis
303512010,toxic liver disease with hepatic necrosis
303514011,toxic liver disease with acute hepatitis
303515012,toxic liver disease with chronic persistent hepatitis
303516013,toxic liver disease with chronic lobular hepatitis
303517016,toxic liver disease with chronic active hepatitis
303518014,toxic liver disease with fibrosis and cirrhosis of liver
303525019,hepatic granulomas in sarcoidosis
303532011,liver disease
303614019,primary sclerosing cholangitis
303780012,[x]toxic liver disease with other disorders of liver
303781011,[x]other and unspecified cirrhosis of liver
303782016,[x]other specified inflammatory liver diseases
303785019,[x]liver disorders in other diseases classified elsewhere
303786018,"[x]toxic liver disease, unspecified"
303787010,"[x]granulomatous hepatitis, not elsewhere classified"
314032018,congenital absence of hepatic ducts
314033011,agenesis of hepatic ducts
314034017,atresia of hepatic ducts
314035016,biliary atresia nos
314040012,congenital cystic liver disease nos
316474016,congenital viral hepatitis
316476019,other specified congenital viral hepatitis
316477011,congenital viral hepatitis nos
324976011,liver transplant failure and rejection
325079010,liver failure as a complication of care
325080013,hepatic failure as a complication of care
325081012,hepatorenal syndrome as a complication of care
352566017,sengstaken intubation of oesophagus
352567014,blakemore intubation of oesophagus
352929018,exploration of liver transplant
353572011,gonococcal hepatitis
353587018,alcoholic hepatitis
353594015,alcoholic fibrosis and sclerosis of liver
353595019,alcoholic hepatic failure
353596018,liver failure
353597010,hepatic failure nos
353613017,cirrhosis of liver
353621011,"laennec's cirrhosis, non-alcoholic"
353625019,hepatic sclerosis
353627010,hepatic fibrosis with hepatic sclerosis
394102015,other specified open operation on oesophageal varices
394251013,roux-en-y procedure for biliary atresia
396390012,multilobular portal cirrhosis
396391011,cardiac portal cirrhosis
396392016,juvenile portal cirrhosis
396393014,non-alcoholic cirrhosis nos
396394015,other sequelae of chronic liver disease
451124014,chronic alcoholic hepatitis
451442010,oesophageal varices in cirrhosis of the liver
453265010,oesophageal varices in alcoholic cirrhosis of the liver
456800015,oesophageal varices nos
459877017,statins contraindicated
461319017,[v]assessment for liver transplant
477604016,mixed portal cirrhosis
493707012,hypertrophic portal cirrhosis
502290017,congenital polycystic liver disease
502291018,fibrocystic liver disease
504762019,chronic yellow liver atrophy
1216060010,oesophageal varices with bleeding
1222437010,alper's disease
1235437014,hepatitis in mumps
1786709019,pigmentary cirrhosis of liver
2159899016,autoimmune hepatitis
2475553015,hepatitis in cytomegalic inclusion virus
2534188017,acute hepatic failure due to drugs
2576980018,portal cirrhosis
2579818016,laennec's cirrhosis
2675247013,liver disease due to cystic fibrosis
2819666013,nonalcoholic steatohepatitis
1601000006112,other specified viral hepatitis without mention of coma nos
55851000006118,xanthomatous portal cirrhosis
99171000006113,"toxic liver disease, unspecified"
114801000006118,tanner devascularisation for bleeding varices
122921000006118,subacute hepatitis - noninfective
161771000006119,sawaguchi roux-en-y procedure for biliary atresia
211821000006111,postnecrotic cirrhosis of liver
221111000000114,cirrhosis - non-alcoholic
221941000000113,atresia of bile duct
222891000000119,infectious hepatitis
226161000006113,pipe-stem portal cirrhosis
252501000006117,other viral hepatitis
358961000006119,[x] hepatic failure
359011000006113,[x] liver failure
395261000006113,[x]liver disorders in infectious and parasitic diseases ce
426451000006118,[x]sequelae of viral hepatitis
432411000006115,[x]viral hepatitis
457421000006113,acute hepatitis - non-infective
476611000006116,alcoholic cirrhosis of liver
538081000000115,compensation for liver failure
538101000000114,liver failure support management
538121000000117,other specified compensation for liver failure
550431000006116,childhood function cirrhosis
553311000006111,chronic aggressive hepatitis
555881000006114,chronic passive liver congestion
557081000006110,"chronic viral hepatitis, unspecified"
581481000006118,congenital cystic liver disease
603321000006118,cryptogenic cirrhosis
660151000006116,extrahepatic atresia of bile duct
708811000006119,fibreoptic endoscopic injection sclerotherapy to oesophageal varices
731231000006114,macronodular cirrhosis of liver
737961000006116,ligation of oesophageal varices
768541000006118,intrahepatic atresia of bile duct
803961000006119,glycogenosis with hepatic cirrhosis
806841000006117,granulomatous hepatitis
820381000006112,hepatic fibrosis
820491000006117,hepatitis + adenovirus
820971000006110,hepatitis in infectious mononucleosis
857991000006111,statins contraindicated
862761000006111,oesophageal vessels ligated
862771000006116,oesophageal varices injected
864291000006118,total hepatectomy
879211000006117,infectious hepatitis
879231000006111,other hepatitis
886501000006115,alcoholic liver damage nos
906001000006117,[rfc] liver failure
906081000006114,[rfc] cirrhosis
906101000006118,[rfc] hepatitis
987751000006119,oesophageal varices injected
990631000006117,oesophageal varices
1709341000006117,liver disease due to cystic fibrosis
1736361000000112,cystic fibrosis related cirrhosis
1774591000006111,simvastatin contraindicated
1787091000000110,simvastatin contraindicated
1814911000006116,acute viral hepatitis
1854791000006116,cystic fibrosis with liver manifestations
2221291000000111,discussion about liver transplantation
2658601000006116,acute alcoholic liver disease
2724641000000113,suspected acute infectious hepatitis
2781011000006119,bleeding oesophageal varices
2781021000006110,bleeding esophageal varices
2816671000006112,hepatic cirrhosis
2816681000006110,cl - cirrhosis of liver
2847631000006117,micronodular cirrhosis
2901091000006115,acute type a viral hepatitis
2960621000006118,esophageal varices
2960641000006113,oesophageal varix
3010811000006111,primary biliary cholangitis
3011301000006112,arteriohepatic dysplasia
3059381000006110,chronic passive congestion of liver
3110091000006117,acute hepatitis
3151471000006110,"viral hepatitis, type a"
3165681000006118,alcoholic liver disease
3165691000006115,ald - alcoholic liver disease
3206871000006111,macronodular cirrhosis
3312561000006112,chronic active type b viral hepatitis
3315061000006110,alcoholic fatty liver disease
3331291000006117,hepatorenal failure
3427151000006119,bleeding varices
3507191000006112,chronic type b viral hepatitis
3515871000006112,fibrosis of liver
3574401000006110,type b viral hepatitis
3574451000006114,viral hepatitis type b
3678081000006113,subacute non-infective hepatitis
3686271000006112,pld - polycystic liver disease
3686301000006114,polycystic liver disease
3713561000006119,cardiac cirrhosis
3748921000006116,acute type b viral hepatitis
3760671000006116,congenital biliary atresia
3760691000006115,atresia of bile ducts
3847441000006119,congenital atresia of extrahepatic bile duct
3847451000006117,extrahepatic biliary atresia
3980471000006110,gastric varix
4058511000006118,cholestatic hepatitis
4353641000006110,toxic cirrhosis
4355091000006112,latent cirrhosis
4656741000006118,fibreoptic oesophagoscopy and injection sclerotherapy of varices
4656781000006112,fibreoptic oesophagoscopy and banding of oesophageal varices
4657131000006113,rigid oesophagoscopy and injection sclerotherapy of varices
4657171000006111,rigid oesophagoscopy and banding of oesophageal varices
4657181000006114,rigid esophagoscopic banding of esophageal varices
4657381000006111,balloon tamponade of oesophagus
4742761000006113,cytomegalovirus hepatitis
4742781000006115,cmv - cytomegalovirus hepatitis
4779691000006115,oesophageal varices associated with another disorder
4779721000006113,"oesophageal varices with bleeding, associated with another disorder"
4787031000006110,alf - acute liver failure
4787291000006118,nafld - nonalcoholic fatty liver disease
4787861000006113,psc - primary sclerosing cholangitis
5077141000006116,balloon tamponade of oesophagus using sengstaken-blakemore tube
5086751000006111,drug-induced hepatitis
5086841000006119,chronic hepatic failure
5086961000006111,autoimmune liver disease
5193901000006112,liver damage
5524681000006114,cirrhosis secondary to cholestasis
5913221000006114,infectious mononucleosis hepatitis
6349661000006117,early cirrhosis
6947461000006115,alcoholic cirrhosis
6947471000006110,alcoholic liver cirrhosis
7133411000006113,acute rejection of liver transplant
7261021000006117,steatohepatitis
7266931000006113,nash - nonalcoholic steatohepatitis
7559751000006113,compensated liver disease
7630871000006114,end stage liver disease
7700651000006119,chronic alcoholic liver disease
7743871000006114,decompensated cirrhosis of liver
7743881000006112,decompensated cirrhosis
7821631000006114,fibrosis of liver caused by alcohol
7821651000006119,autoimmune hepatitis type 1
7837271000006119,non-alcoholic fatty liver disease without non-alcoholic steatohepatitis
8269611000006112,acute infectious hepatitis
8458711000006115,ascites due to alcoholic cirrhosis
12456711000006114,[v]assessment for liver transplant
13519221000006112,acute infectious hepatitis
14146411000006112,oesophageal varices due to cirrhosis of liver
14146421000006116,oesophageal varices due to cirrhosis of liver caused by alcohol
43909016,replacement of aortic valve
270912013,revascularisation of wall of heart
270944012,allograft replacement of aortic valve
270949019,replacement of aortic valve nec
271073015,saphenous vein graft replacement of one coronary artery
271087015,allograft bypass of coronary artery
271088013,allograft replacement of coronary artery
271089017,allograft replacement of one coronary artery
271095016,other specified allograft replacement of coronary artery
271096015,allograft replacement of coronary artery nos
271097012,prosthetic bypass of coronary artery
271105012,revision of bypass for coronary artery
271106013,revision of bypass for one coronary artery
271112015,other specified revision of bypass for coronary artery
271113013,revision of bypass for coronary artery nos
271115018,creation of bypass from mammary artery to coronary artery
271170015,other specified other bypass of coronary artery
271171016,other bypass of coronary artery nos
271431019,other bypass of bifurcation of aorta
271444012,other specified other bypass of bifurcation of aorta
271445013,other bypass of bifurcation of aorta nos
271471012,other emergency bypass of segment of aorta
271477011,other specified other emergency bypass of segment of aorta
271478018,other emergency bypass of segment of aorta nos
271479014,other bypass of segment of aorta
271485019,other specified other bypass of segment of aorta
271486018,other bypass of segment of aorta nos
271530016,intracranial bypass to carotid artery
271531017,bypass of carotid artery
271602011,bypass of subclavian artery
271603018,bypass of axillary artery
271604012,bypass of vertebral artery
271609019,bypass of brachial artery
271720011,bypass of coeliac artery nec
271722015,bypass of superior mesenteric artery nec
271723013,bypass of inferior mesenteric artery nec
271725018,bypass of suprarenal artery nec
271743019,bypass of visceral branch of abdominal aorta nec
271865013,emergency bypass of iliac artery by unspecified anastomosis
271867017,other specified other bypass of iliac artery
271868010,other bypass of iliac artery nos
272003016,other bypass of femoral artery or popliteal artery nos
272175010,other bypass operations on vein
272178012,other specified bypass operation on vein
272181019,bypass operation on vein nos
349661010,other bypass of superficial femoral artery
349664019,other bypass of deep femoral artery
349665018,other bypass of common femoral artery
349666017,other bypass of femoral or popliteal artery by anastomosis
349667014,other emergency bypass of femoral artery
349668016,other emergency bypass of superficial femoral artery
349669012,other emergency bypass of popliteal artery
349670013,other emergency bypass of deep femoral artery
349671012,other emergency bypass of common femoral artery
349677011,other bypass of iliac artery by anastomosis
394338018,other emergency bypass of femoral artery or popliteal artery
394339014,arterial bypass of lower limb artery
499653015,cardiopulmonary bypass
1221554018,other autograft bypass of coronary artery
1228282017,saphenous vein graft replacement of coronary artery
1235382014,bypass of renal artery
11211000006110,other specified extraanatomic bypass of aorta
31351000006112,other emergency bypass of femoral or popliteal artery nos
31361000006114,other emergency bypass of femoral or popliteal artery os
36061000006118,other bypass of femoral artery or popliteal artery os
161451000006116,saphenous vein graft replacement of coronary artery
238561000006119,percutaneous transluminal balloon angioplasty of bypass graft of coronary artery
238571000006114,percutaneous transluminal balloon angioplasty of multiple coronary arteries
238601000006119,percut translum inject therap subst to coronary artery nec
238641000006117,percutaneous transluminal balloon angioplasty of one coronary artery
354901000000117,percutaneous transluminal atherectomy of coronary artery
373401000000110,modified ultrafiltration adjunct cardiopulmonary bypass
375781000000110,intracranial bypass from carotid artery nec
376701000000111,replacement of aortic root using homograft
376721000000119,replacement of aortic root
384161000000110,replacement of aortic root using mechanical prosthesis
530051000006117,bypass aorta by anastomosis axillary to femoral artery nec
530061000006115,bypass of bifurcation of aorta by anastomosis of aorta to femoral artery
530071000006110,bypass of bifurcation of aorta by anastomosis of aorta to iliac artery
530091000006111,bypass common iliac artery by aorta/com iliac art anast nec
530111000006119,bypass femoral artery by fem/peron a anast c prosthesis nec
530121000006110,bypass of femoral artery by anastomosis of femoral artery to peroneal artery using vein graft
530131000006113,bypass of femoral artery by anastomosis of femoral artery to popliteal artery using prosthesis
530141000006115,bypass of femoral artery by anastomosis of femoral artery to popliteal artery using vein graft
530151000006118,bypass femoral artery by fem/tib art anast c prosthesis nec
530161000006116,bypass of femoral artery by anastomosis of femoral artery to tibial artery using vein graft
530181000006114,bypass iliac artery by aorta/ext iliac art anastomosis nec
530191000006112,bypass iliac artery by femoral/femoral art anastomosis nec
530201000006110,bypass of iliac artery by anastomosis of iliac artery to femoral artery
530211000006113,bypass iliac artery by iliac/iliac artery anastomosis nec
530221000006117,bypass leg artery by aorta/com femoral art anastomosis nec
530231000006119,bypass leg artery by aorta/deep femoral art anastomosis nec
530261000006111,bypass of abdominal aorta by anastomosis aorta to aorta nec
530271000006116,bypass of ascending aorta by anastomosis aorta to aorta nec
530511000006110,bypass of infrarenal aorta by anastomosis aorta to aorta nec
530711000006115,bypass of suprarenal aorta by anastomosis aorta to aorta nec
530731000006114,bypass of thoracic aorta by anastomosis aorta to aorta nec
530781000006110,bypass popliteal art by pop/peron art anast c vein graft nec
530791000006113,bypass popliteal artery by pop/fem artery anastomosis nec
530801000006114,bypass popliteal artery by pop/peron art anast c prosth nec
530811000006112,bypass popliteal artery by pop/pop a anast c prosthesis nec
530821000006116,bypass popliteal artery by pop/pop a anast c vein graft nec
530831000006118,bypass popliteal artery by pop/tib a anast c prosthesis nec
530841000006111,bypass popliteal artery by pop/tib a anast c vein graft nec
639341000006115,emergency bypass of aorta by anastomosis of axillary artery to femoral artery
639351000006118,emerg bypass abdominal aorta by anastom aorta to aorta nec
639361000006116,emerg bypass ascending aorta by anastom aorta to aorta nec
639371000006111,emergency bypass of bifurcation of aorta by anastomosis of aorta to femoral artery
639381000006114,emergency bypass of bifurcation of aorta by anastomosis of aorta to iliac artery
639391000006112,emerg bypass comm iliac art by aorta/com iliac art anast nec
639421000006116,emerg bypass femoral art by fem/pop a anast c vein graft nec
639461000006110,emerg bypass femoral artery by fem/fem art anastomosis nec
639481000006117,emerg bypass iliac artery by aorta/ext iliac art anast nec
639491000006119,emerg bypass iliac artery by femoral/femoral art anast nec
639501000006110,emerg bypass iliac artery by iliac/iliac art anastomosis nec
639511000006113,emerg bypass infrarenal aorta by anastom aorta to aorta nec
639521000006117,emerg bypass leg artery by aorta/com fem art anastomosis nec
639531000006119,emerg bypass leg artery by aorta/deep fem anastomosis nec
639541000006112,emerg bypass pop art by pop/peron art anast c vein graft nec
639551000006114,emerg bypass pop art by pop/pop art anast c vein graft nec
639561000006111,emerg bypass pop art by pop/tib art anast c vein graft nec
639601000006111,emerg bypass popliteal artery by pop/fem art anastomosis nec
639621000006118,emerg bypass thoracic aorta by anatomosis aorta to aorta nec
659501000006114,extraanatomic bypass of aorta
659511000006112,extraanatomic bypass of aorta nos
865111000006116,indirect heart revascularisat.
865301000006116,percut angiopl coronary artery
1547181000006114,replacement of aortic root using pulmonary valve autograft with right ventricle to pulmonary artery valved conduit
1547311000006116,percutaneous transluminal cutting balloon angioplasty of coronary artery
1547631000006117,percutaneous transluminal balloon angioplasty with insertion of stent into coronary artery
1547641000006110,percutaneous transluminal balloon angioplasty and insertion of drug eluting stent into coronary artery
1547671000006119,percutaneous cor balloon angiop 3 more stents cor art nec
1548241000006113,high-flow interposition extracranial to intracranial bypass from external carotid artery to middle cerebral artery
1548251000006110,bypass of carotid artery by anastomosis of superficial temporal artery to middle cerebral artery
1767701000006110,bypass of aorta by anastomosis of axillary artery to bilateral femoral arteries
2676641000006116,percutaneous angioplasty of coronary artery
2715071000006111,femoral-distal bypass with peroneal artery
3535951000006117,cardiopulmonary bypass operation
3535981000006113,cpb - cardiopulmonary bypass
3821811000006110,heart revascularisation
4317911000006116,"coronary artery bypass graft, anastomosis of artery of thorax to coronary artery"
4666361000006110,extra-anatomic bypass of aorta
5040281000006119,percutaneous endarterectomy of coronary artery
5041981000006116,replacement of implanted aortic valve
5051631000006113,revascularisation of finger
5051671000006111,revascularisation of lower limb
5051731000006116,revascularisation of toe
5191511000006118,blood sampling from cardiopulmonary bypass circuit
5837271000006115,revascularisation - action
5837281000006117,revascularisation
6583131000006110,percutaneous rotational coronary endarterectomy
7224981000006113,bypass of axillary artery to brachial artery using vein graft
7350201000006111,bypass of segment of abdominal aorta by anastomosis of aorta to aorta
7358161000006119,percutaneous transluminal injection of therapeutic substance into coronary artery
7368571000006113,replacement of aortic root using pulmonary valve autograft and replacement of pulmonary valve
7368581000006111,replacement of aortic root using pulmonary valve autograft and replacement of pulmonary valve (ross procedure)
12120191000006118,revision of bypass of femoral artery with anastomosis of femoral artery to femoral artery using prosthesis
13961541000006110,coronary artery bypass graft using free lima (left internal mammary artery) graft
13961751000006115,percutaneous coronary intervention of left coronary artery
13961761000006118,pci (percutaneous coronary intervention) of lca (left coronary artery)
13961781000006111,pci (percutaneous coronary intervention) of left anterior descending branch of coronary artery
13961791000006114,percutaneous coronary intervention of circumflex branch of left coronary artery
13961801000006110,pci (percutaneous coronary intervention) of circumflex branch of left coronary artery
13961811000006113,percutaneous coronary intervention of right coronary artery
13961821000006117,pci (percutaneous coronary intervention) of rca (right coronary artery)
